name,category,subcategory,text_to_embed
LuRu2,Metal,Non-Ferrous,Material Name: LuRu2. Category: Metal. Subcategory: Non-Ferrous. Formula: LuRu2. Density: 12.143 g/cm3. Notes: JVASP-86738.
Ce2Fe12P7,Ceramic,Mixed,Material Name: Ce2Fe12P7. Category: Ceramic. Subcategory: Mixed. Formula: Ce2Fe12P7. Density: 7.561 g/cm3. Notes: JVASP-89294.
Ba2VSi2O8,Ceramic,Oxide,Material Name: Ba2VSi2O8. Category: Ceramic. Subcategory: Oxide. Formula: Ba2VSi2O8. Density: 4.409 g/cm3. Notes: JVASP-97596.
Ba4HfSc,Metal,Non-Ferrous,Material Name: Ba4HfSc. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4HfSc. Density: 5.192 g/cm3. Notes: JVASP-63993.
Ba4BeBi,Metal,Non-Ferrous,Material Name: Ba4BeBi. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4BeBi. Density: 5.078 g/cm3. Notes: JVASP-64162.
Ba4MgSb,Metal,Non-Ferrous,Material Name: Ba4MgSb. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4MgSb. Density: 4.427 g/cm3. Notes: JVASP-64494.
K2PdSe10,Metal,Non-Ferrous,Material Name: K2PdSe10. Category: Metal. Subcategory: Non-Ferrous. Formula: K2PdSe10. Density: 4.114 g/cm3. Notes: JVASP-98376.
Ba4MgFe,Metal,Ferrous,Material Name: Ba4MgFe. Category: Metal. Subcategory: Ferrous. Formula: Ba4MgFe. Density: 4.167 g/cm3. Notes: JVASP-64080.
TmNiGe2,Metal,Non-Ferrous,Material Name: TmNiGe2. Category: Metal. Subcategory: Non-Ferrous. Formula: TmNiGe2. Density: 8.807 g/cm3. Notes: JVASP-90818.
BeFeBr4,Metal,Ferrous,Material Name: BeFeBr4. Category: Metal. Subcategory: Ferrous. Formula: BeFeBr4. Density: 3.719 g/cm3. Notes: JVASP-65088.
BeIrBr4,Metal,Non-Ferrous,Material Name: BeIrBr4. Category: Metal. Subcategory: Non-Ferrous. Formula: BeIrBr4. Density: 5.525 g/cm3. Notes: JVASP-64999.
Ba2YGa,Metal,Non-Ferrous,Material Name: Ba2YGa. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba2YGa. Density: 4.888 g/cm3. Youngs Modulus: 28.659283387622143 GPa. Notes: JVASP-64704.
MgBe2Se,Metal,Non-Ferrous,Material Name: MgBe2Se. Category: Metal. Subcategory: Non-Ferrous. Formula: MgBe2Se. Density: 3.283 g/cm3. Notes: JVASP-65041.
Ba4CuP,Ceramic,Mixed,Material Name: Ba4CuP. Category: Ceramic. Subcategory: Mixed. Formula: Ba4CuP. Density: 4.668 g/cm3. Notes: JVASP-64039.
Ba4YSn,Metal,Non-Ferrous,Material Name: Ba4YSn. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4YSn. Density: 4.771 g/cm3. Youngs Modulus: -34.54878213451052 GPa. Notes: JVASP-64406.
BaY6Si3B6O24F2,Ceramic,Oxide,Material Name: BaY6Si3B6O24F2. Category: Ceramic. Subcategory: Oxide. Formula: BaY6Si3B6O24F2. Density: 4.438 g/cm3. Notes: JVASP-98057.
TmCu3Te3,Metal,Non-Ferrous,Material Name: TmCu3Te3. Category: Metal. Subcategory: Non-Ferrous. Formula: TmCu3Te3. Density: 7.355 g/cm3. Notes: JVASP-97515.
Be2BiIr,Metal,Non-Ferrous,Material Name: Be2BiIr. Category: Metal. Subcategory: Non-Ferrous. Formula: Be2BiIr. Density: 11.387 g/cm3. Notes: JVASP-64888.
CeB3O6,Ceramic,Oxide,Material Name: CeB3O6. Category: Ceramic. Subcategory: Oxide. Formula: CeB3O6. Density: 4.911 g/cm3. Notes: JVASP-97871.
HfBe2Rh,Metal,Non-Ferrous,Material Name: HfBe2Rh. Category: Metal. Subcategory: Non-Ferrous. Formula: HfBe2Rh. Density: 9.172 g/cm3. Notes: JVASP-64924.
Li3Co2O2F3,Ceramic,Oxide,Material Name: Li3Co2O2F3. Category: Ceramic. Subcategory: Oxide. Formula: Li3Co2O2F3. Density: 4.288 g/cm3. Notes: JVASP-107794.
MnPO4,Ceramic,Oxide,Material Name: MnPO4. Category: Ceramic. Subcategory: Oxide. Formula: MnPO4. Density: 3.735 g/cm3. Notes: JVASP-43763.
Ba4TlP,Ceramic,Mixed,Material Name: Ba4TlP. Category: Ceramic. Subcategory: Mixed. Formula: Ba4TlP. Density: 5.478 g/cm3. Notes: JVASP-63952.
Li3Fe3O4F4,Ceramic,Oxide,Material Name: Li3Fe3O4F4. Category: Ceramic. Subcategory: Oxide. Formula: Li3Fe3O4F4. Density: 4.244 g/cm3. Notes: JVASP-42423.
SiAs,Unknown,,Material Name: SiAs. Category: Unknown. Formula: SiAs. Density: 3.67 g/cm3. Youngs Modulus: 69.03583501661562 GPa. Notes: JVASP-4216.
BaCaCl,Ceramic,Mixed,Material Name: BaCaCl. Category: Ceramic. Subcategory: Mixed. Formula: BaCaCl. Density: 2.541 g/cm3. Notes: JVASP-64354.
NdAlPt,Metal,Non-Ferrous,Material Name: NdAlPt. Category: Metal. Subcategory: Non-Ferrous. Formula: NdAlPt. Density: 9.587 g/cm3. Notes: JVASP-86684.
Ba2HgBi,Metal,Non-Ferrous,Material Name: Ba2HgBi. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba2HgBi. Density: 7.442 g/cm3. Notes: JVASP-64163.
Ba4TiTe,Metal,Non-Ferrous,Material Name: Ba4TiTe. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4TiTe. Density: 4.714 g/cm3. Notes: JVASP-64770.
MnS,Ceramic,Mixed,Material Name: MnS. Category: Ceramic. Subcategory: Mixed. Formula: MnS. Density: 3.266 g/cm3. Youngs Modulus: 46.75913982332471 GPa. Notes: JVASP-14938.
Ba4HfNb,Metal,Non-Ferrous,Material Name: Ba4HfNb. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4HfNb. Density: 6.195 g/cm3. Notes: JVASP-64081.
Ba4GeBr,Metal,Non-Ferrous,Material Name: Ba4GeBr. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4GeBr. Density: 4.808 g/cm3. Notes: JVASP-64220.
Ba4ZnCd,Metal,Non-Ferrous,Material Name: Ba4ZnCd. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4ZnCd. Density: 4.567 g/cm3. Notes: JVASP-64407.
Ba4MgCu,Metal,Non-Ferrous,Material Name: Ba4MgCu. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4MgCu. Density: 3.97 g/cm3. Notes: JVASP-64496.
Be2NbHg,Metal,Non-Ferrous,Material Name: Be2NbHg. Category: Metal. Subcategory: Non-Ferrous. Formula: Be2NbHg. Density: 9.073 g/cm3. Youngs Modulus: 36.24729651722147 GPa. Notes: JVASP-65122.
Ba4LiTc,Metal,Non-Ferrous,Material Name: Ba4LiTc. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4LiTc. Density: 4.616 g/cm3. Notes: JVASP-64126.
BeCoCl4,Ceramic,Mixed,Material Name: BeCoCl4. Category: Ceramic. Subcategory: Mixed. Formula: BeCoCl4. Density: 2.518 g/cm3. Notes: JVASP-65000.
Ba4ZrP,Ceramic,Mixed,Material Name: Ba4ZrP. Category: Ceramic. Subcategory: Mixed. Formula: Ba4ZrP. Density: 4.694 g/cm3. Notes: JVASP-63994.
ZnH6C2N4O4,Ceramic,Oxide,Material Name: ZnH6C2N4O4. Category: Ceramic. Subcategory: Oxide. Formula: ZnH6C2N4O4. Density: 2.515 g/cm3. Notes: JVASP-97938.
HgN6,Ceramic,Nitride,Material Name: HgN6. Category: Ceramic. Subcategory: Nitride. Formula: HgN6. Density: 4.518 g/cm3. Notes: JVASP-88170.
BeAlB,Ceramic,Boride,Material Name: BeAlB. Category: Ceramic. Subcategory: Boride. Formula: BeAlB. Density: 2.536 g/cm3. Youngs Modulus: 303.2762212876092 GPa. Notes: JVASP-15348.
Na2HgPb,Metal,Non-Ferrous,Material Name: Na2HgPb. Category: Metal. Subcategory: Non-Ferrous. Formula: Na2HgPb. Density: 6.559 g/cm3. Notes: JVASP-91616.
Ba4ZnSi,Ceramic,Mixed,Material Name: Ba4ZnSi. Category: Ceramic. Subcategory: Mixed. Formula: Ba4ZnSi. Density: 4.406 g/cm3. Notes: JVASP-64042.
MgRe2O8,Ceramic,Oxide,Material Name: MgRe2O8. Category: Ceramic. Subcategory: Oxide. Formula: MgRe2O8. Density: 4.91 g/cm3. Notes: JVASP-12050.
K4Rb2Co2O5,Ceramic,Oxide,Material Name: K4Rb2Co2O5. Category: Ceramic. Subcategory: Oxide. Formula: K4Rb2Co2O5. Density: 3.316 g/cm3. Notes: JVASP-88021.
Sm2TeO2,Ceramic,Oxide,Material Name: Sm2TeO2. Category: Ceramic. Subcategory: Oxide. Formula: Sm2TeO2. Density: 7.482 g/cm3. Notes: JVASP-3327.
Na4BeSi,Ceramic,Mixed,Material Name: Na4BeSi. Category: Ceramic. Subcategory: Mixed. Formula: Na4BeSi. Density: 1.511 g/cm3. Notes: JVASP-65089.
Ba4YBi,Metal,Non-Ferrous,Material Name: Ba4YBi. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4YBi. Density: 5.213 g/cm3. Notes: JVASP-64705.
Ba4RhBr,Metal,Non-Ferrous,Material Name: Ba4RhBr. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4RhBr. Density: 5.26 g/cm3. Notes: JVASP-63953.
SmZnNi,Metal,Superalloy,Material Name: SmZnNi. Category: Metal. Subcategory: Superalloy. Formula: SmZnNi. Density: 8.2 g/cm3. Notes: JVASP-90177.
LiMn2OF3,Ceramic,Oxide,Material Name: LiMn2OF3. Category: Ceramic. Subcategory: Oxide. Formula: LiMn2OF3. Density: 3.631 g/cm3. Youngs Modulus: 85.25399724206208 GPa. Notes: JVASP-48807.
SeBr6N2,Unknown,,Material Name: SeBr6N2. Category: Unknown. Formula: SeBr6N2. Density: 3.867 g/cm3. Notes: JVASP-90243.
USnPt,Metal,Non-Ferrous,Material Name: USnPt. Category: Metal. Subcategory: Non-Ferrous. Formula: USnPt. Density: 13.731 g/cm3. Notes: JVASP-90049.
LaNi2,Metal,Non-Ferrous,Material Name: LaNi2. Category: Metal. Subcategory: Non-Ferrous. Formula: LaNi2. Density: 8.453 g/cm3. Notes: JVASP-86382.
Mg7Bi,Metal,Non-Ferrous,Material Name: Mg7Bi. Category: Metal. Subcategory: Non-Ferrous. Formula: Mg7Bi. Density: 3.302 g/cm3. Notes: JVASP-91896.
NaMo3P3O16,Ceramic,Oxide,Material Name: NaMo3P3O16. Category: Ceramic. Subcategory: Oxide. Formula: NaMo3P3O16. Density: 3.649 g/cm3. Notes: JVASP-97399.
Li5Mn3Fe2O10,Ceramic,Oxide,Material Name: Li5Mn3Fe2O10. Category: Ceramic. Subcategory: Oxide. Formula: Li5Mn3Fe2O10. Density: 4.794 g/cm3. Notes: JVASP-48316.
MnNb2Zn2O8,Ceramic,Oxide,Material Name: MnNb2Zn2O8. Category: Ceramic. Subcategory: Oxide. Formula: MnNb2Zn2O8. Density: 5.775 g/cm3. Notes: JVASP-98856.
Ba4CdSi,Ceramic,Mixed,Material Name: Ba4CdSi. Category: Ceramic. Subcategory: Mixed. Formula: Ba4CdSi. Density: 4.682 g/cm3. Notes: JVASP-64165.
ErGa2Pd,Metal,Non-Ferrous,Material Name: ErGa2Pd. Category: Metal. Subcategory: Non-Ferrous. Formula: ErGa2Pd. Density: 9.421 g/cm3. Notes: JVASP-91570.
LaPPd,Ceramic,Mixed,Material Name: LaPPd. Category: Ceramic. Subcategory: Mixed. Formula: LaPPd. Density: 7.183 g/cm3. Youngs Modulus: 1.2713160100586756 GPa. Notes: JVASP-86451.
SmSb2Pd,Metal,Non-Ferrous,Material Name: SmSb2Pd. Category: Metal. Subcategory: Non-Ferrous. Formula: SmSb2Pd. Density: 8.518 g/cm3. Youngs Modulus: 34.87097384721266 GPa. Notes: JVASP-91801.
Sr2InPt2,Metal,Non-Ferrous,Material Name: Sr2InPt2. Category: Metal. Subcategory: Non-Ferrous. Formula: Sr2InPt2. Density: 8.898 g/cm3. Notes: JVASP-87922.
MnAlO3,Ceramic,Oxide,Material Name: MnAlO3. Category: Ceramic. Subcategory: Oxide. Formula: MnAlO3. Density: 3.243 g/cm3. Notes: JVASP-43051.
Eu,Metal,Non-Ferrous,Material Name: Eu. Category: Metal. Subcategory: Non-Ferrous. Formula: Eu. Density: 7.761 g/cm3. Youngs Modulus: 52.10529296875 GPa. Notes: JVASP-88846.
Ba4MnCo,Metal,Non-Ferrous,Material Name: Ba4MnCo. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4MnCo. Density: 4.784 g/cm3. Notes: JVASP-64082.
Ba4MnNi,Metal,Superalloy,Material Name: Ba4MnNi. Category: Metal. Subcategory: Superalloy. Formula: Ba4MnNi. Density: 4.866 g/cm3. Notes: JVASP-64356.
KBiP2Se6,Ceramic,Mixed,Material Name: KBiP2Se6. Category: Ceramic. Subcategory: Mixed. Formula: KBiP2Se6. Density: 4.716 g/cm3. Notes: JVASP-97642.
Bi5IO7,Ceramic,Oxide,Material Name: Bi5IO7. Category: Ceramic. Subcategory: Oxide. Formula: Bi5IO7. Density: 8.491 g/cm3. Notes: JVASP-98513.
Ba4TiHg,Metal,Non-Ferrous,Material Name: Ba4TiHg. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4TiHg. Density: 5.311 g/cm3. Notes: JVASP-64408.
Ba4GaSe,Metal,Non-Ferrous,Material Name: Ba4GaSe. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4GaSe. Density: 4.866 g/cm3. Notes: JVASP-64224.
MgBe2In,Metal,Non-Ferrous,Material Name: MgBe2In. Category: Metal. Subcategory: Non-Ferrous. Formula: MgBe2In. Density: 4.164 g/cm3. Youngs Modulus: 44.760507827235 GPa. Notes: JVASP-64296.
Ti3Cu3O,Ceramic,Oxide,Material Name: Ti3Cu3O. Category: Ceramic. Subcategory: Oxide. Formula: Ti3Cu3O. Density: 6.597 g/cm3. Notes: JVASP-97353.
Rb3IrN6O12,Ceramic,Oxide,Material Name: Rb3IrN6O12. Category: Ceramic. Subcategory: Oxide. Formula: Rb3IrN6O12. Density: 4.086 g/cm3. Notes: JVASP-98012.
Co2GeO4,Ceramic,Oxide,Material Name: Co2GeO4. Category: Ceramic. Subcategory: Oxide. Formula: Co2GeO4. Density: 5.825 g/cm3. Notes: JVASP-86605.
TiFeH2,Metal,Ferrous,Material Name: TiFeH2. Category: Metal. Subcategory: Ferrous. Formula: TiFeH2. Density: 5.758 g/cm3. Notes: JVASP-91661.
CeAl,Metal,Non-Ferrous,Material Name: CeAl. Category: Metal. Subcategory: Non-Ferrous. Formula: CeAl. Density: 5.942 g/cm3. Notes: JVASP-92206.
Ba4LiCo,Metal,Non-Ferrous,Material Name: Ba4LiCo. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4LiCo. Density: 4.026 g/cm3. Notes: JVASP-64497.
Ba4NbTc,Metal,Non-Ferrous,Material Name: Ba4NbTc. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4NbTc. Density: 5.368 g/cm3. Notes: JVASP-64043.
NdPt,Metal,Non-Ferrous,Material Name: NdPt. Category: Metal. Subcategory: Non-Ferrous. Formula: NdPt. Density: 11.61 g/cm3. Notes: JVASP-90863.
Ba4HfGa,Metal,Non-Ferrous,Material Name: Ba4HfGa. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4HfGa. Density: 5.396 g/cm3. Notes: JVASP-63995.
BeFe4Ir,Metal,Ferrous,Material Name: BeFe4Ir. Category: Metal. Subcategory: Ferrous. Formula: BeFe4Ir. Density: 9.907 g/cm3. Notes: JVASP-65001.
Li5TiV3O8,Ceramic,Oxide,Material Name: Li5TiV3O8. Category: Ceramic. Subcategory: Oxide. Formula: Li5TiV3O8. Density: 3.916 g/cm3. Notes: JVASP-48396.
LiMnPd2,Metal,Non-Ferrous,Material Name: LiMnPd2. Category: Metal. Subcategory: Non-Ferrous. Formula: LiMnPd2. Density: 8.054 g/cm3. Youngs Modulus: 124.04405810210432 GPa. Notes: JVASP-42891.
Ba4BiBr,Metal,Non-Ferrous,Material Name: Ba4BiBr. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4BiBr. Density: 5.457 g/cm3. Youngs Modulus: -11.573555816686252 GPa. Notes: JVASP-64636.
Th2Ag,Metal,Non-Ferrous,Material Name: Th2Ag. Category: Metal. Subcategory: Non-Ferrous. Formula: Th2Ag. Density: 11.163 g/cm3. Notes: JVASP-85867.
HoB7Mo3,Ceramic,Boride,Material Name: HoB7Mo3. Category: Ceramic. Subcategory: Boride. Formula: HoB7Mo3. Density: 7.96 g/cm3. Notes: JVASP-98746.
Ba4MgCo,Metal,Non-Ferrous,Material Name: Ba4MgCo. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4MgCo. Density: 4.242 g/cm3. Youngs Modulus: -4.096551724137932 GPa. Notes: JVASP-64566.
DyMn2O5,Ceramic,Oxide,Material Name: DyMn2O5. Category: Ceramic. Subcategory: Oxide. Formula: DyMn2O5. Density: 6.713 g/cm3. Notes: JVASP-97691.
ZnFeO3,Ceramic,Oxide,Material Name: ZnFeO3. Category: Ceramic. Subcategory: Oxide. Formula: ZnFeO3. Density: 5.751 g/cm3. Notes: JVASP-46371.
Ba4HgSe,Metal,Non-Ferrous,Material Name: Ba4HgSe. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4HgSe. Density: 5.624 g/cm3. Notes: JVASP-64170.
Hydrogen,Ceramic,Elemental,Material Name: Hydrogen. Category: Ceramic. Subcategory: Elemental. Formula: H. Density: 0.08988 g/cm3. Melting Point: 13.99 °C. Boiling Point: 20.271. Notes: Scraped from public GitHub dataset.
Helium,Ceramic,Elemental,Material Name: Helium. Category: Ceramic. Subcategory: Elemental. Formula: He. Density: 0.1786 g/cm3. Melting Point: 0.95 °C. Boiling Point: 4.222. Notes: Scraped from public GitHub dataset.
Boron,Ceramic,Elemental,Material Name: Boron. Category: Ceramic. Subcategory: Elemental. Formula: B. Density: 2.08 g/cm3. Melting Point: 2349.0 °C. Boiling Point: 4200.0. Notes: Scraped from public GitHub dataset.
Oxygen,Ceramic,Elemental,Material Name: Oxygen. Category: Ceramic. Subcategory: Elemental. Formula: O. Density: 1.429 g/cm3. Melting Point: 54.36 °C. Boiling Point: 90.188. Notes: Scraped from public GitHub dataset.
Fluorine,Ceramic,Elemental,Material Name: Fluorine. Category: Ceramic. Subcategory: Elemental. Formula: F. Density: 1.696 g/cm3. Melting Point: 53.48 °C. Boiling Point: 85.03. Notes: Scraped from public GitHub dataset.
Neon,Ceramic,Elemental,Material Name: Neon. Category: Ceramic. Subcategory: Elemental. Formula: Ne. Density: 0.9002 g/cm3. Melting Point: 24.56 °C. Boiling Point: 27.104. Notes: Scraped from public GitHub dataset.
Sulfur,Ceramic,Elemental,Material Name: Sulfur. Category: Ceramic. Subcategory: Elemental. Formula: S. Density: 2.07 g/cm3. Melting Point: 388.36 °C. Boiling Point: 717.8. Notes: Scraped from public GitHub dataset.
Chlorine,Ceramic,Elemental,Material Name: Chlorine. Category: Ceramic. Subcategory: Elemental. Formula: Cl. Density: 3.2 g/cm3. Melting Point: 171.6 °C. Boiling Point: 239.11. Notes: Scraped from public GitHub dataset.
Argon,Ceramic,Elemental,Material Name: Argon. Category: Ceramic. Subcategory: Elemental. Formula: Ar. Density: 1.784 g/cm3. Melting Point: 83.81 °C. Boiling Point: 87.302. Notes: Scraped from public GitHub dataset.
Potassium,Metal,Non-Ferrous,Material Name: Potassium. Category: Metal. Subcategory: Non-Ferrous. Formula: K. Density: 0.862 g/cm3. Melting Point: 336.7 °C. Boiling Point: 1032.0. Notes: Scraped from public GitHub dataset.
Calcium,Metal,Non-Ferrous,Material Name: Calcium. Category: Metal. Subcategory: Non-Ferrous. Formula: Ca. Density: 1.55 g/cm3. Melting Point: 1115.0 °C. Boiling Point: 1757.0. Notes: Scraped from public GitHub dataset.
Scandium,Metal,Non-Ferrous,Material Name: Scandium. Category: Metal. Subcategory: Non-Ferrous. Formula: Sc. Density: 2.985 g/cm3. Melting Point: 1814.0 °C. Boiling Point: 3109.0. Notes: Scraped from public GitHub dataset.
Arsenic,Ceramic,Elemental,Material Name: Arsenic. Category: Ceramic. Subcategory: Elemental. Formula: As. Density: 5.727 g/cm3. Notes: Scraped from public GitHub dataset.
Bromine,Ceramic,Elemental,Material Name: Bromine. Category: Ceramic. Subcategory: Elemental. Formula: Br. Density: 3.1028 g/cm3. Melting Point: 265.8 °C. Boiling Point: 332.0. Notes: Scraped from public GitHub dataset.
Krypton,Ceramic,Elemental,Material Name: Krypton. Category: Ceramic. Subcategory: Elemental. Formula: Kr. Density: 3.749 g/cm3. Melting Point: 115.78 °C. Boiling Point: 119.93. Notes: Scraped from public GitHub dataset.
Rubidium,Metal,Non-Ferrous,Material Name: Rubidium. Category: Metal. Subcategory: Non-Ferrous. Formula: Rb. Density: 1.532 g/cm3. Melting Point: 312.45 °C. Boiling Point: 961.0. Notes: Scraped from public GitHub dataset.
Rhodium,Metal,Non-Ferrous,Material Name: Rhodium. Category: Metal. Subcategory: Non-Ferrous. Formula: Rh. Density: 12.41 g/cm3. Melting Point: 2237.0 °C. Boiling Point: 3968.0. Notes: Scraped from public GitHub dataset.
Cadmium,Metal,Non-Ferrous,Material Name: Cadmium. Category: Metal. Subcategory: Non-Ferrous. Formula: Cd. Density: 8.65 g/cm3. Melting Point: 594.22 °C. Boiling Point: 1040.0. Notes: Scraped from public GitHub dataset.
Indium,Metal,Non-Ferrous,Material Name: Indium. Category: Metal. Subcategory: Non-Ferrous. Formula: In. Density: 7.31 g/cm3. Melting Point: 429.7485 °C. Boiling Point: 2345.0. Notes: Scraped from public GitHub dataset.
Tellurium,Ceramic,Elemental,Material Name: Tellurium. Category: Ceramic. Subcategory: Elemental. Formula: Te. Density: 6.24 g/cm3. Melting Point: 722.66 °C. Boiling Point: 1261.0. Notes: Scraped from public GitHub dataset.
Iodine,Ceramic,Elemental,Material Name: Iodine. Category: Ceramic. Subcategory: Elemental. Formula: I. Density: 4.933 g/cm3. Melting Point: 386.85 °C. Boiling Point: 457.4. Notes: Scraped from public GitHub dataset.
Cesium,Metal,Non-Ferrous,Material Name: Cesium. Category: Metal. Subcategory: Non-Ferrous. Formula: Cs. Density: 1.93 g/cm3. Melting Point: 301.7 °C. Boiling Point: 944.0. Notes: Scraped from public GitHub dataset.
Barium,Metal,Non-Ferrous,Material Name: Barium. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba. Density: 3.51 g/cm3. Melting Point: 1000.0 °C. Boiling Point: 2118.0. Notes: Scraped from public GitHub dataset.
Lanthanum,Metal,Non-Ferrous,Material Name: Lanthanum. Category: Metal. Subcategory: Non-Ferrous. Formula: La. Density: 6.162 g/cm3. Melting Point: 1193.0 °C. Boiling Point: 3737.0. Notes: Scraped from public GitHub dataset.
Cerium,Metal,Non-Ferrous,Material Name: Cerium. Category: Metal. Subcategory: Non-Ferrous. Formula: Ce. Density: 6.77 g/cm3. Melting Point: 1068.0 °C. Boiling Point: 3716.0. Notes: Scraped from public GitHub dataset.
Neodymium,Metal,Non-Ferrous,Material Name: Neodymium. Category: Metal. Subcategory: Non-Ferrous. Formula: Nd. Density: 7.01 g/cm3. Melting Point: 1297.0 °C. Boiling Point: 3347.0. Notes: Scraped from public GitHub dataset.
Promethium,Metal,Non-Ferrous,Material Name: Promethium. Category: Metal. Subcategory: Non-Ferrous. Formula: Pm. Density: 7.26 g/cm3. Melting Point: 1315.0 °C. Boiling Point: 3273.0. Notes: Scraped from public GitHub dataset.
Samarium,Metal,Non-Ferrous,Material Name: Samarium. Category: Metal. Subcategory: Non-Ferrous. Formula: Sm. Density: 7.52 g/cm3. Melting Point: 1345.0 °C. Boiling Point: 2173.0. Notes: Scraped from public GitHub dataset.
Gadolinium,Metal,Non-Ferrous,Material Name: Gadolinium. Category: Metal. Subcategory: Non-Ferrous. Formula: Gd. Density: 7.9 g/cm3. Melting Point: 1585.0 °C. Boiling Point: 3273.0. Notes: Scraped from public GitHub dataset.
Terbium,Metal,Non-Ferrous,Material Name: Terbium. Category: Metal. Subcategory: Non-Ferrous. Formula: Tb. Density: 8.23 g/cm3. Melting Point: 1629.0 °C. Boiling Point: 3396.0. Notes: Scraped from public GitHub dataset.
Dysprosium,Metal,Non-Ferrous,Material Name: Dysprosium. Category: Metal. Subcategory: Non-Ferrous. Formula: Dy. Density: 8.54 g/cm3. Melting Point: 1680.0 °C. Boiling Point: 2840.0. Notes: Scraped from public GitHub dataset.
Holmium,Metal,Non-Ferrous,Material Name: Holmium. Category: Metal. Subcategory: Non-Ferrous. Formula: Ho. Density: 8.79 g/cm3. Melting Point: 1734.0 °C. Boiling Point: 2873.0. Notes: Scraped from public GitHub dataset.
Thulium,Metal,Non-Ferrous,Material Name: Thulium. Category: Metal. Subcategory: Non-Ferrous. Formula: Tm. Density: 9.32 g/cm3. Melting Point: 1818.0 °C. Boiling Point: 2223.0. Notes: Scraped from public GitHub dataset.
Lutetium,Metal,Non-Ferrous,Material Name: Lutetium. Category: Metal. Subcategory: Non-Ferrous. Formula: Lu. Density: 9.841 g/cm3. Melting Point: 1925.0 °C. Boiling Point: 3675.0. Notes: Scraped from public GitHub dataset.
Osmium,Metal,Non-Ferrous,Material Name: Osmium. Category: Metal. Subcategory: Non-Ferrous. Formula: Os. Density: 22.59 g/cm3. Melting Point: 3306.0 °C. Boiling Point: 5285.0. Notes: Scraped from public GitHub dataset.
Iridium,Metal,Non-Ferrous,Material Name: Iridium. Category: Metal. Subcategory: Non-Ferrous. Formula: Ir. Density: 22.56 g/cm3. Melting Point: 2719.0 °C. Boiling Point: 4403.0. Notes: Scraped from public GitHub dataset.
Mercury,Metal,Non-Ferrous,Material Name: Mercury. Category: Metal. Subcategory: Non-Ferrous. Formula: Hg. Density: 13.534 g/cm3. Melting Point: 234.321 °C. Boiling Point: 629.88. Notes: Scraped from public GitHub dataset.
Thallium,Metal,Non-Ferrous,Material Name: Thallium. Category: Metal. Subcategory: Non-Ferrous. Formula: Tl. Density: 11.85 g/cm3. Melting Point: 577.0 °C. Boiling Point: 1746.0. Notes: Scraped from public GitHub dataset.
Bismuth,Metal,Non-Ferrous,Material Name: Bismuth. Category: Metal. Subcategory: Non-Ferrous. Formula: Bi. Density: 9.78 g/cm3. Melting Point: 544.7 °C. Boiling Point: 1837.0. Notes: Scraped from public GitHub dataset.
Polonium,Ceramic,Elemental,Material Name: Polonium. Category: Ceramic. Subcategory: Elemental. Formula: Po. Density: 9.196 g/cm3. Melting Point: 527.0 °C. Boiling Point: 1235.0. Notes: Scraped from public GitHub dataset.
